Date        Box_A     Box_B     Box_C     EMI(=Box_A-0.5*Box_B-0.5*Box_C)
2015:5:16:0 0.913867 1.10374 0.316226 0.203886
2015:6:16:0 1.05787 1.55059 0.315763 0.124693
2015:7:16:0 1.15645 1.86039 0.0595782 0.196462
2015:8:16:0 1.24772 1.78373 -0.0245674 0.368144
2015:9:16:0 1.32966 2.07559 0.245808 0.168964
2015:10:16:0 1.29814 2.05175 0.0799394 0.232291
2015:11:16:0 1.57511 1.9136 0.187309 0.524655
2015:12:16:0 1.43682 1.96879 0.196566 0.354144
2016:1:16:0 1.35442 1.94378 0.364346 0.200358
2016:2:16:0 1.21499 1.29981 0.343808 0.393179
2016:3:16:0 1.10696 1.33177 0.534124 0.174012
2016:4:16:0 0.946669 0.771171 0.558424 0.281871
2016:5:16:0 0.743462 0.713947 0.704466 0.0342556
